contig_id	start	end	element_id	score	strand	upstreamType	downstreamType	int_profile_id	profile_ids	secondary	complex	set
AG-363-M20_c	1361243	1364849	eAG-363-M20_00457	10	+	tRNA-Arg(tct)-full	tRNA-Pro(tgg)-partial	YR_IRVE-R	YR_IRVE-R	FALSE	FALSE	Tycheposon
AG-363-O06_c	2030062	2038761	eAG-363-O06_00223	10	-	tRNA-Thr(ggt)-full	tRNA-Thr(ggt)-full	YR_IRVE-T2	YR_IRVE-T2	FALSE	FALSE	cryptic
AG-363-P06_c	1062996	1066887	eAG-363-P06_01787	10	-	tRNA-Pro(tgg)-partial	tRNA-Pro(tgg)-full	YR_IRVE-P	YR_IRVE-P	FALSE	FALSE	Tycheposon
AG-388-F11_c	414939	424693	eAG-388-F11_00134	10	-	tRNA-Thr(ggt)-full	tRNA-Thr(ggt)-full	YR_IRVE-T2	YR_IRVE-T2	FALSE	FALSE	cryptic
AG-388-O02_c	401137	411730	eAG-388-O02_01649	10	-	tRNA-Thr(ggt)-full	tRNA-Tyr(gta)-full	YR_IRVE-T2	YR_IRVE-T2	FALSE	FALSE	cryptic
AG-402-B03_c	1158667	1168300	eAG-402-B03_01867	10	-	tRNA-Pro(tgg)-partial	tRNA-Pro(tgg)-partial	YR_IRVE-P	YR_IRVE-P	FALSE	FALSE	Tycheposon
AG-402-I20_c	1134334	1144914	eAG-402-I20_00538	10	+	tRNA-Pro(tgg)-partial	tRNA-Pro(tgg)-partial	YR_IRVE-P	YR_IRVE-P	FALSE	FALSE	Tycheposon
AG-402-I21_c	1107488	1113599	eAG-402-I21_00315	10	+	tRNA-Pro(tgg)-partial	tRNA-Pro(tgg)-full	YR_IRVE-P	YR_IRVE-P	FALSE	FALSE	Tycheposon
AG-402-K22_c	607789	627313	eAG-402-K22_01464	10	+	tRNA-Ser(tga)-full	tRNA-Ser(tga)-partial	YR_IRVE-S	YR_IRVE-S	FALSE	FALSE	Tycheposon
AG-402-K22_c	903164	911507	eAG-402-K22_01460	10	+	tRNA-Met(cat)-full	tRNA-Met(cat)-partial	YR_IRVE-M	YR_IRVE-M	FALSE	FALSE	Tycheposon
AG-402-L19_c	1170914	1179887	eAG-402-L19_00365	10	+	tRNA-Pro(tgg)-partial	tRNA-Pro(tgg)-partial	YR_IRVE-P	YR_IRVE-P	FALSE	FALSE	Tycheposon
AG-402-L23_c	1552640	1556228	eAG-402-L23_01646	10	-	tRNA-Gly(gcc)-full	tRNA-Pro(tgg)-partial	YR_IRVE-T1	YR_IRVE-T1	FALSE	FALSE	Tycheposon
AG-402-N08_c	1015558	1019717	eAG-402-N08_01436	10	-	tRNA-Pro(tgg)-full	tRNA-Lys(ttt)-full	YR_IRVE-P	YR_IRVE-P	FALSE	FALSE	Tycheposon
AG-402-N09_c	1179583	1187078	eAG-402-N09_01551	10	+	tRNA-Pro(tgg)-partial	tRNA-Pro(tgg)-partial	YR_IRVE-P	YR_IRVE-P	FALSE	FALSE	Tycheposon
AG-402-O21_c	1165164	1172591	eAG-402-O21_01901	10	+	tRNA-Pro(tgg)-partial	tRNA-Pro(tgg)-partial	YR_IRVE-P	YR_IRVE-P	FALSE	FALSE	Tycheposon
AG-402-P16_c	1147288	1161085	eAG-402-P16_01573	10	-	tRNA-Pro(tgg)-partial	tRNA-Pro(tgg)-partial	YR_IRVE-P	YR_IRVE-P	FALSE	FALSE	Tycheposon
AG-409-A10_c	417387	421102	eAG-409-A10_00885	10	-	tRNA-Thr(ggt)-full	tRNA-Tyr(gta)-full	YR_IRVE-T2	YR_IRVE-T2	FALSE	FALSE	cryptic
AG-409-A22_c	351980	365197	eAG-409-A22_00236	10	-	tRNA-Thr(ggt)-full	tRNA-Thr(ggt)-full	YR_IRVE-T2	YR_IRVE-T2	FALSE	FALSE	cryptic
AG-409-A22_c	1078883	1081119	eAG-409-A22_00954	10	+	tRNA-Pro(tgg)-partial	tRNA-Pro(tgg)-full	YR_IRVE-P	YR_IRVE-P	FALSE	FALSE	Tycheposon
AG-409-I21_c	662051	675607	eAG-409-I21_00025	10	-	tRNA-Pro(tgg)-full	tRNA-Lys(ttt)-full	YR_IRVE-P	YR_IRVE-P	FALSE	FALSE	Tycheposon
AG-412-C21_c	350835	361865	eAG-412-C21_00439	10	-	tRNA-Thr(ggt)-full	tRNA-Thr(ggt)-full	YR_IRVE-T2	YR_IRVE-T2	FALSE	FALSE	cryptic
AG-412-F02_c	1076757	1078993	eAG-412-F02_00948	10	+	tRNA-Pro(tgg)-partial	tRNA-Pro(tgg)-full	YR_IRVE-P	YR_IRVE-P	FALSE	FALSE	Tycheposon
AG-412-G19_c	385956	395321	eAG-412-G19_01567	10	-	tRNA-Thr(ggt)-full	tRNA-Thr(ggt)-full	YR_IRVE-T2	YR_IRVE-T2	FALSE	FALSE	cryptic
AG-412-I05_55	5463	8553	eAG-412-I05_02059	10	+	tRNA-Pro(tgg)-partial	None	YR_IRVE-P	YR_IRVE-P,YR_IRVE-P	FALSE	FALSE	Tycheposon
AG-418-D13_c	1270141	1271148	eAG-418-D13_01188	10	+	tRNA-Ala(ggc)-partial	tRNA-Ala(ggc)-full	YR_IRVE-A	YR_IRVE-A	FALSE	FALSE	Tycheposon
AG-418-G18_c	382164	395556	eAG-418-G18_00864	10	-	tRNA-Thr(ggt)-full	tRNA-Thr(ggt)-full	YR_IRVE-T2	YR_IRVE-T2	FALSE	FALSE	cryptic
AG-418-P13_c	1047769	1060057	eAG-418-P13_01654	10	-	tRNA-Pro(tgg)-partial	tRNA-Pro(tgg)-full	YR_IRVE-P	YR_IRVE-P	FALSE	FALSE	Tycheposon
AG-424-A03_c	1069843	1076545	eAG-424-A03_00979	10	-	tRNA-Pro(tgg)-partial	tRNA-Pro(tgg)-partial	YR_IRVE-P	YR_IRVE-P	FALSE	FALSE	Tycheposon
AG-424-J22_c	336894	352829	eAG-424-J22_00566	10	-	tRNA-Thr(ggt)-full	tRNA-Thr(ggt)-full	YR_IRVE-T2	YR_IRVE-T2	FALSE	FALSE	cryptic
AG-424-J22_c	1084762	1086967	eAG-424-J22_01085	10	+	tRNA-Pro(tgg)-partial	tRNA-Pro(tgg)-full	YR_IRVE-P	YR_IRVE-P	FALSE	FALSE	Tycheposon
AG-424-M03_c	1055455	1057924	eAG-424-M03_00514	10	+	tRNA-Pro(tgg)-partial	tRNA-Pro(tgg)-full	YR_IRVE-P	YR_IRVE-P	FALSE	FALSE	Tycheposon
AG-432-E11_c	489360	495347	eAG-432-E11_00572	10	-	tRNA-Thr(ggt)-full	tRNA-Tyr(gta)-full	YR_IRVE-T2	YR_IRVE-T2	FALSE	FALSE	cryptic
AG-436-A04_c	668334	684232	eAG-436-A04_01303	10	+	tRNA-Pro(tgg)-partial	tRNA-Pro(tgg)-full	YR_IRVE-P	YR_IRVE-P	FALSE	FALSE	Tycheposon
AG-436-C05_c	1062071	1073185	eAG-436-C05_00898	10	-	tRNA-Pro(tgg)-partial	tRNA-Pro(tgg)-partial	YR_IRVE-P	YR_IRVE-P	FALSE	FALSE	Tycheposon
AG-436-J02_c	408694	427648	eAG-436-J02_00790	10	-	tRNA-Thr(ggt)-full	tRNA-Ala(tgc)-full	YR_IRVE-T2	YR_IRVE-T2	FALSE	FALSE	cryptic
AG-436-J02_c	1720387	1734731	eAG-436-J02_01091	10	+	tRNA-Pro(tgg)-partial	tRNA-Ser(cga)-full	YR_IRVE-P	YR_IRVE-P	FALSE	FALSE	Tycheposon
AG-436-K22_c	355803	370533	eAG-436-K22_00773	10	-	tRNA-Thr(ggt)-full	tRNA-Ala(tgc)-full	YR_IRVE-T2	YR_IRVE-T2	FALSE	FALSE	cryptic
AG-455-B05_c	1146888	1162467	eAG-455-B05_00380	10	+	tRNA-Pro(tgg)-partial	tRNA-Lys(ttt)-full	YR_IRVE-P	YR_IRVE-P	FALSE	FALSE	Tycheposon
AG-459-C18_c	1151371	1167929	eAG-459-C18_00021	10	+	tRNA-Pro(tgg)-partial	tRNA-Pro(tgg)-partial	YR_IRVE-P	YR_IRVE-P	FALSE	FALSE	Tycheposon
AG-459-D04_c	354553	368988	eAG-459-D04_00877	10	-	tRNA-Thr(ggt)-full	tRNA-Thr(ggt)-full	YR_IRVE-T2	YR_IRVE-T2	FALSE	FALSE	cryptic
AG-463-F15_c	398032	420623	eAG-463-F15_00972	10	-	tRNA-Thr(ggt)-full	tRNA-Ala(tgc)-full	YR_IRVE-T2	YR_IRVE-T2	FALSE	FALSE	cryptic
AG-670-M15_c	1063556	1065786	eAG-670-M15_00231	10	+	tRNA-Pro(tgg)-partial	tRNA-Pro(tgg)-full	YR_IRVE-P	YR_IRVE-P	FALSE	FALSE	Tycheposon
AG-676-P23_c	366414	368688	eAG-676-P23_01110	10	+	tRNA-Pro(tgg)-partial	tRNA-Thr(ggt)-full	YR_IRVE-T1	YR_IRVE-T1	FALSE	FALSE	Tycheposon
B241_526B17_c	1085650	1088266	eB241_526B17_01065	10	-	tRNA-Pro(tgg)-partial	tRNA-Pro(tgg)-partial	YR_IRVE-P	YR_IRVE-P	FALSE	FALSE	Tycheposon
B241_526K3_c	345468	360859	eB241_526K3_00171	10	-	tRNA-Thr(ggt)-full	tRNA-Thr(ggt)-partial	YR_IRVE-T1	YR_IRVE-T1	FALSE	FALSE	Tycheposon
B241_527P5_c	1076678	1082457	eB241_527P5_01092	10	-	tRNA-Pro(tgg)-partial	tRNA-Pro(tgg)-partial	YR_IRVE-P	YR_IRVE-P	FALSE	FALSE	Tycheposon
B241_528K19_c	1048266	1072761	eB241_528K19_01037	10	-	tRNA-Pro(tgg)-partial	tRNA-Pro(tgg)-full	YR_IRVE-P	YR_IRVE-P	FALSE	FALSE	Tycheposon
B241_528N8_c	1068842	1073571	eB241_528N8_00923	10	-	tRNA-Pro(tgg)-partial	tRNA-Pro(tgg)-full	YR_IRVE-P	YR_IRVE-P	FALSE	FALSE	Tycheposon
B241_528N8_c	1216566	1232367	eB241_528N8_01095	10	-	tRNA-Ala(ggc)-full	tRNA-Ala(ggc)-partial	YR_IRVE-A	YR_IRVE-A	FALSE	FALSE	Tycheposon
B241_528O2_c	1069596	1073125	eB241_528O2_01016	10	-	tRNA-Pro(tgg)-partial	tRNA-Pro(tgg)-full	YR_IRVE-P	YR_IRVE-P	FALSE	FALSE	Tycheposon
B241_529B19_c	335864	353161	eB241_529B19_00411	10	-	tRNA-Tyr(gta)-full	tRNA-Thr(ggt)-full	YR_IRVE-T2	YR_IRVE-T2	FALSE	FALSE	cryptic
B241_529O19_c	1218555	1228162	eB241_529O19_01017	10	+	tRNA-Ala(ggc)-full	tRNA-Cys(gca)-partial	YR_IRVE-A	YR_IRVE-A	FALSE	FALSE	Tycheposon
B243_498B23_c	1059166	1063316	eB243_498B23_00787	10	-	tRNA-Pro(tgg)-partial	tRNA-Pro(tgg)-full	YR_IRVE-P	YR_IRVE-P	FALSE	FALSE	Tycheposon
B243_498I20_c	1583592	1592293	eB243_498I20_01719	10	-	tRNA-Gly(gcc)-full	tRNA-Pro(tgg)-partial	YR_IRVE-T1	YR_IRVE-T1	FALSE	FALSE	Tycheposon
B243_498P3_c	1240227	1246723	eB243_498P3_00055	10	-	tRNA-Pro(tgg)-partial	tRNA-Pro(tgg)-partial	YR_IRVE-P	YR_IRVE-P	FALSE	FALSE	Tycheposon
B245a_518A17_c	378838	395664	eB245a_518A17_00474	10	-	tRNA-Thr(ggt)-full	tRNA-Thr(ggt)-full	YR_IRVE-T2	YR_IRVE-T2	FALSE	FALSE	cryptic
B245a_518K17_c	1119695	1130328	eB245a_518K17_00988	10	-	tRNA-Pro(tgg)-partial	tRNA-Pro(tgg)-partial	YR_IRVE-P	YR_IRVE-P	FALSE	FALSE	Tycheposon
B245a_520K10_c	1073024	1078489	eB245a_520K10_00860	10	-	tRNA-Pro(tgg)-partial	tRNA-Pro(tgg)-full	YR_IRVE-P	YR_IRVE-P	FALSE	FALSE	Tycheposon
B245a_521K15_c	1570636	1575066	eB245a_521K15_01461	10	-	tRNA-Gly(gcc)-full	tRNA-Gly(gcc)-partial	YR_IRVE-T1	YR_IRVE-T1	FALSE	FALSE	Tycheposon
B245a_521M10_c	1052905	1058761	eB245a_521M10_01097	10	-	tRNA-Pro(tgg)-partial	tRNA-Pro(tgg)-partial	YR_IRVE-P	YR_IRVE-P	FALSE	FALSE	Tycheposon
B245a_521O20_c	1090002	1095780	eB245a_521O20_01142	10	-	tRNA-Pro(tgg)-partial	tRNA-Pro(tgg)-partial	YR_IRVE-P	YR_IRVE-P	FALSE	FALSE	Tycheposon
HOT208_60m_810P02_c	357365	368694	eHOT208_60m_810P02_00116	10	-	tRNA-Thr(ggt)-full	tRNA-Thr(ggt)-full	YR_IRVE-T2	YR_IRVE-T2	FALSE	FALSE	cryptic
HOT212_60m_824E10_c	340076	348705	eHOT212_60m_824E10_01070	10	-	tRNA-Thr(ggt)-full	tRNA-Thr(ggt)-full	YR_IRVE-T2	YR_IRVE-T2	FALSE	FALSE	cryptic
JGI_02_M7_c	359399	370632	eJGI_02_M7_00497	10	-	tRNA-Thr(ggt)-full	tRNA-Thr(ggt)-full	YR_IRVE-T2	YR_IRVE-T2	FALSE	FALSE	cryptic
MIT0913_1	1146677	1166212	eMIT0913_01396	10	+	tRNA-Pro(tgg)-partial	tRNA-Pro(tgg)-full	YR_IRVE-P	YR_IRVE-P	FALSE	FALSE	Tycheposon
MIT0915_1	1093571	1107124	eMIT0915_01338	10	+	tRNA-Pro(tgg)-partial	tRNA-Pro(tgg)-full	YR_IRVE-P	YR_IRVE-P	FALSE	FALSE	Tycheposon
MIT0918_1	358158	373822	eMIT0918_00396	10	-	tRNA-Thr(ggt)-full	tRNA-Ala(tgc)-full	YR_IRVE-T2	YR_IRVE-T2	FALSE	FALSE	cryptic
MIT1013_1	1193737	1213122	eMIT1013_01486	10	+	tRNA-Pro(tgg)-partial	tRNA-Pro(tgg)-partial	YR_IRVE-P	YR_IRVE-P	FALSE	FALSE	Tycheposon
MIT1214_1	419447	427616	eMIT1214_00441	10	-	tRNA-Thr(ggt)-full	tRNA-Tyr(gta)-full	YR_IRVE-T2	YR_IRVE-T2	FALSE	FALSE	cryptic
MIT1300_1	1090178	1095125	eMIT1300_01062	10	+	tRNA-Pro(tgg)-partial	tRNA-Pro(tgg)-partial	YR_IRVE-P	YR_IRVE-P	FALSE	FALSE	Tycheposon
MIT1300_1	1395248	1402390	eMIT1300_01411	10	+	tRNA-Thr(ggt)-full	tRNA-Thr(ggt)-full	YR_IRVE-T2	YR_IRVE-T2	FALSE	FALSE	cryptic
MIT1303_c	1069678	1075943	eMIT1303_01577	10	-	tRNA-Pro(tgg)-partial	tRNA-Met(cat)-partial	YR_IRVE-P	YR_IRVE-P	FALSE	FALSE	Tycheposon
MIT1306_c	1182907	1191685	eMIT1306_01279	10	-	tRNA-Met(cat)-full	tRNA-Met(cat)-partial	YR_IRVE-M	YR_IRVE-M	FALSE	FALSE	Tycheposon
MIT1307_1	703257	721474	eMIT1307_01763	10	-	tRNA-Ser(tga)-full	tRNA-Ser(tga)-partial	YR_IRVE-S	YR_IRVE-S	FALSE	FALSE	Tycheposon
MIT1312_2	1742	15596	eMIT1312_00034	10	+	tRNA-Pro(tgg)-partial	tRNA-Ala(ggc)-partial	YR_IRVE-P	YR_IRVE-P	FALSE	FALSE	Tycheposon
MIT9202_1	377268	393605	eMIT9202_01309	10	-	tRNA-Thr(ggt)-full	tRNA-Thr(ggt)-full	YR_IRVE-T2	YR_IRVE-T2	FALSE	FALSE	cryptic
MIT9211_1	358354	361794	eMIT9211_00390	10	-	tRNA-Thr(ggt)-full	tRNA-Thr(ggt)-full	YR_IRVE-T2	YR_IRVE-T2	FALSE	FALSE	cryptic
MIT9215_1	1095330	1100156	eMIT9215_01295	10	-	tRNA-Pro(tgg)-partial	tRNA-Pro(tgg)-partial	YR_IRVE-P	YR_IRVE-P	FALSE	FALSE	Tycheposon
MIT9302_9	7247	22231	eMIT9302_00965	10	-	tRNA-Pro(tgg)-partial	tRNA-Pro(tgg)-partial	YR_IRVE-P	YR_IRVE-P	FALSE	FALSE	Tycheposon
MIT9302_c	352229	362901	eMIT9302_01029	10	-	tRNA-Thr(ggt)-full	tRNA-Thr(ggt)-partial	YR_IRVE-T2	YR_IRVE-T2	FALSE	FALSE	cryptic
MIT9303_1	1938469	1956249	eMIT9303_02039	10	-	tRNA-Thr(tgt)-full	tRNA-Ile(gat)-full	YR_IRVE-5	YR_IRVE-5	FALSE	FALSE	cryptic
MIT9303_1	2052754	2062616	eMIT9303_02166	10	+	tRNA-Ser(gct)-full	tRNA-Ala(ggc)-partial	YR_IRVE-2	YR_IRVE-2	FALSE	FALSE	cryptic
PAC1_c	1103168	1117716	ePAC1_00016	10	-	tRNA-Pro(tgg)-partial	None	YR_IRVE-P	YR_IRVE-P,YR_IRVE-P	FALSE	FALSE	Tycheposon
PAC1_c	1137941	1147396	ePAC1_01352	10	+	tRNA-Pro(tgg)-partial	tRNA-Pro(tgg)-full	YR_IRVE-P	YR_IRVE-P	FALSE	FALSE	Tycheposon
REDSEA-S17_B1_c	609501	624348	eREDSEA-S17_B1_01312	10	+	tRNA-Ser(tga)-partial	tRNA-Ser(tga)-partial	YR_IRVE-S	YR_IRVE-S	FALSE	FALSE	Tycheposon
REDSEA-S22_B1_c	610867	625837	eREDSEA-S22_B1_00837	10	+	tRNA-Ser(tga)-full	tRNA-Ser(tga)-full	YR_IRVE-S	YR_IRVE-S	FALSE	FALSE	Tycheposon
REDSEA-S28_B1_c	612197	630521	eREDSEA-S28_B1_00196	10	+	tRNA-Ser(tga)-full	tRNA-Ser(tga)-partial	YR_IRVE-S	YR_IRVE-S	FALSE	FALSE	Tycheposon
AG-402-I05_c	1807010	1815182	eAG-402-I05_01909	9.6	-	tRNA-Pro(tgg)-partial	None	YR_IRVE-P	lig_IRVE-NAD,YR_IRVE-P,YR_IRVE-P,YR_IRVE-P	FALSE	FALSE	Tycheposon
AG-321-E21_c	772026	778248	eAG-321-E21_00269	9.4	-	tRNA-Met(cat)-full	None	YR_IRVE-M	xis_IRVE-1,YR_IRVE-M,YR_IRVE-M	FALSE	FALSE	Tycheposon
AG-683-O15_c	624707	631324	eAG-683-O15_01161	9.4	+	tRNA-Ser(tga)-full	None	YR_IRVE-S	YR_IRVE-S,YR_IRVE-S,lig_IRVE-NAD	FALSE	FALSE	Tycheposon
MIT0915_1	1107047	1112866	eMIT0915_01347	9.4	+	tRNA-Pro(tgg)-full	None	YR_IRVE-P	YR_IRVE-P,YR_IRVE-P,terS_IRVE	FALSE	FALSE	Tycheposon
MIT9321_c	355379	378461	eMIT9321_00920	9.4	-	tRNA-Thr(ggt)-full	None	YR_IRVE-T2	xis_IRVE-1,YR_IRVE-T2,YR_IRVE-T2	FALSE	FALSE	cryptic
MIT9322_c	355270	378816	eMIT9322_01903	9.4	-	tRNA-Thr(ggt)-full	None	YR_IRVE-T2	xis_IRVE-1,YR_IRVE-T2,YR_IRVE-T2	FALSE	FALSE	cryptic
MIT9401_c	355787	379298	eMIT9401_01036	9.4	-	tRNA-Thr(ggt)-full	None	YR_IRVE-T2	xis_IRVE-1,YR_IRVE-T2,YR_IRVE-T2	FALSE	FALSE	cryptic
150SLHA_c	1001184	1025384	e150SLHA_00809	9	-	None	None	YR_IRVE-P	xis_IRVE-1,hel_IRVE-DnaB,YR_IRVE-P	FALSE	FALSE	Tycheposon
AG-311-D23_c	79926	88169	eAG-311-D23_00546	9	+	None	None	YR_IRVE-4	YR_IRVE-4,YR_IRVE-3,SSR_IRVE-1	FALSE	FALSE	cryptic
AG-321-E21_c	123344	130283	eAG-321-E21_01054	9	-	None	None	YR_IRVE-2	SSR_IRVE-1,YR_IRVE-2,xis_IRVE-2	FALSE	FALSE	cryptic
AG-331-C07_47	1	3885	eAG-331-C07_00844	9	+	None	None	YR_IRVE-P	YR_IRVE-P,xis_IRVE-1,hel_IRVE-DnaB	FALSE	FALSE	Tycheposon
AG-347-K16_c	1464405	1490062	eAG-347-K16_00463	9	+	None	None	YR_IRVE-2	YR_IRVE-2,SSR_IRVE-1,hel_PF-Rad51	FALSE	TRUE	cryptic
AG-347-K19_c	1475132	1481856	eAG-347-K19_01346	9	+	None	None	YR_IRVE-2	xis_IRVE-2,YR_IRVE-2,SSR_IRVE-1	FALSE	FALSE	cryptic
AG-347-L19_c	1448960	1455684	eAG-347-L19_01313	9	+	None	None	YR_IRVE-2	xis_IRVE-2,YR_IRVE-2,SSR_IRVE-1	FALSE	FALSE	cryptic
AG-355-J23_c	128542	135222	eAG-355-J23_00394	9	-	None	None	YR_IRVE-2	SSR_IRVE-1,YR_IRVE-2,xis_IRVE-2	FALSE	FALSE	cryptic
AG-355-N18_c	95032	101711	eAG-355-N18_00845	9	-	None	None	YR_IRVE-2	SSR_IRVE-1,YR_IRVE-2,xis_IRVE-2	FALSE	FALSE	cryptic
AG-355-P18_c	608088	614545	eAG-355-P18_01252	9	+	None	None	YR_IRVE-2	xis_IRVE-2,YR_IRVE-2,SSR_IRVE-1	FALSE	FALSE	cryptic
AG-363-A06_c	344709	351130	eAG-363-A06_00873	9	-	None	None	YR_IRVE-2	SSR_IRVE-1,YR_IRVE-2,xis_IRVE-2	FALSE	FALSE	cryptic
AG-402-I05_c	1107759	1114130	eAG-402-I05_02070	9	-	None	None	YR_IRVE-P	xis_IRVE-1,hel_IRVE-VirE,YR_IRVE-P	FALSE	FALSE	Tycheposon
AG-402-K16_c	1506271	1512767	eAG-402-K16_01208	9	+	None	None	YR_IRVE-2	xis_IRVE-2,YR_IRVE-2,SSR_IRVE-1	FALSE	FALSE	cryptic
AG-412-P08_c	1160383	1166930	eAG-412-P08_01232	9	-	None	None	YR_IRVE-2	SSR_IRVE-1,YR_IRVE-2,xis_IRVE-2	FALSE	FALSE	cryptic
AG-442-M23_c	1515727	1522448	eAG-442-M23_00113	9	+	None	None	YR_IRVE-2	xis_IRVE-2,YR_IRVE-2,SSR_IRVE-1	FALSE	FALSE	cryptic
AG-449-D22_c	1058990	1064914	eAG-449-D22_00396	9	-	None	None	YR_IRVE-T1	hel_IRVE-DnaB,xis_IRVE-1,YR_IRVE-T1	FALSE	FALSE	Tycheposon
AG-463-F15_c	1214977	1236364	eAG-463-F15_00944	9	+	None	None	YR_IRVE-P	YR_IRVE-P,terS_IRVE,reg_IRVE	FALSE	TRUE	Tycheposon
AG-670-O07_c	1114059	1130995	eAG-670-O07_00081	9	+	None	None	YR_IRVE-2	xis_IRVE-2,YR_IRVE-2,SSR_IRVE-1	FALSE	FALSE	cryptic
B241_526B17_c	1467013	1491947	eB241_526B17_00939	9	+	None	None	YR_IRVE-2	xis_IRVE-2,YR_IRVE-2,hel_PF-Rad51	FALSE	TRUE	cryptic
B241_529O19_c	1467069	1492002	eB241_529O19_01299	9	+	None	None	YR_IRVE-2	xis_IRVE-2,YR_IRVE-2,hel_PF-Rad51	FALSE	TRUE	cryptic
B243_497N18_c	608090	614547	eB243_497N18_00405	9	+	None	None	YR_IRVE-2	xis_IRVE-2,YR_IRVE-2,SSR_IRVE-1	FALSE	FALSE	cryptic
B243_498C16_c	115587	125335	eB243_498C16_00122	9	-	None	None	YR_IRVE-2	SSR_IRVE-1,YR_IRVE-2,xis_IRVE-2	FALSE	FALSE	cryptic
HOT208_60m_813I02_c	109505	120715	eHOT208_60m_813I02_01337	9	-	None	None	YR_IRVE-2	SSR_IRVE-1,YR_IRVE-2,xis_IRVE-2	FALSE	FALSE	cryptic
MIT0604_1	141644	148419	eMIT0604_00163	9	-	None	None	YR_IRVE-2	SSR_IRVE-1,YR_IRVE-2,xis_IRVE-2	FALSE	FALSE	cryptic
MIT0604_1	1571587	1578040	eMIT0604_01883	9	+	None	None	YR_IRVE-2	xis_IRVE-2,YR_IRVE-2,SSR_IRVE-1	FALSE	FALSE	cryptic
MIT1013_1	424278	435749	eMIT1013_00444	9	+	None	None	YR_IRVE-2	xis_IRVE-2,YR_IRVE-2,SSR_IRVE-1	FALSE	FALSE	cryptic
MIT1313_c	1088447	1105785	eMIT1313_02577	9	-	None	None	YR_IRVE-P	xis_IRVE-1,pri_IRVE-Toprim,YR_IRVE-P	FALSE	FALSE	Tycheposon
MIT9123_c	1516280	1523583	eMIT9123_01083	9	+	None	None	YR_IRVE-2	xis_IRVE-2,YR_IRVE-2,SSR_IRVE-1	FALSE	FALSE	cryptic
PAC1_c	456997	468636	ePAC1_01578	9	-	None	None	LSR_IRVE	end_IRVE-TraY,reg_IRVE,LSR_IRVE	FALSE	FALSE	Tycheposon
AG-412-J13_c	875718	877444	eAG-412-J13_01125	8.8	-	tRNA-Met(cat)-full	tRNA-Met(cat)-partial	YR_IRVE-M	YR_IRVE-M,YR_IRVE-M,YR_IRVE-M,YR_IRVE-M	FALSE	FALSE	Tycheposon
AG-311-M23_c	820349	822079	eAG-311-M23_00717	8.6	+	tRNA-Met(cat)-full	tRNA-Met(cat)-partial	YR_IRVE-M	YR_IRVE-M,YR_IRVE-M,YR_IRVE-M	FALSE	FALSE	Tycheposon
MIT0915_1	100902	108941	eMIT0915_00128	8.6	+	tmRNA-partial	tmRNA-partial	YR_IRVE-tm	YR_IRVE-tm,YR_IRVE-tm,YR_IRVE-tm	FALSE	FALSE	Tycheposon
AG-311-J23_c	1368279	1375207	eAG-311-J23_01035	8.4	-	tRNA-Ala(ggc)-full	tRNA-Ala(ggc)-partial	YR_IRVE-A	YR_IRVE-A,YR_IRVE-A	FALSE	FALSE	Tycheposon
AG-347-K10_c	1213564	1215569	eAG-347-K10_01325	8.4	+	tRNA-Ala(ggc)-full	tRNA-Ala(ggc)-partial	YR_IRVE-A	YR_IRVE-A,YR_IRVE-A	FALSE	FALSE	Tycheposon
AG-355-J21_c	903739	910837	eAG-355-J21_00604	8.4	+	tRNA-Met(cat)-full	tRNA-Met(cat)-partial	YR_IRVE-M	YR_IRVE-M,YR_IRVE-M	FALSE	FALSE	Tycheposon
AG-363-C02_c	366354	371026	eAG-363-C02_01293	8.4	-	tRNA-Thr(ggt)-full	tRNA-Thr(ggt)-partial	YR_IRVE-T2	YR_IRVE-T2,YR_IRVE-T2	FALSE	FALSE	cryptic
AG-432-E11_c	1110291	1132353	eAG-432-E11_01016	8.4	+	tRNA-Pro(tgg)-partial	tRNA-Pro(tgg)-partial	YR_IRVE-P	YR_IRVE-P,YR_IRVE-P	FALSE	FALSE	Tycheposon
HOT208_60m_808A10_c	351421	356211	eHOT208_60m_808A10_00094	8.4	-	tRNA-Thr(ggt)-full	tRNA-Thr(ggt)-full	YR_IRVE-T2	YR_IRVE-T2,YR_IRVE-T2	FALSE	FALSE	cryptic
UH18301_c	1173377	1180801	eUH18301_01468	8.4	-	tRNA-Ala(ggc)-partial	tRNA-Ala(ggc)-partial	YR_IRVE-A	YR_IRVE-A,YR_IRVE-A	FALSE	FALSE	Tycheposon
150NLHA_c	952778	959199	e150NLHA_00124	8	-	tRNA-Pro(tgg)-partial	None	YR_IRVE-P	YR_IRVE-P	FALSE	FALSE	Tycheposon
150SLHA_c	943738	950195	e150SLHA_00648	8	-	tRNA-Pro(tgg)-partial	None	YR_IRVE-P	YR_IRVE-P	FALSE	FALSE	Tycheposon
150SLHB_14	25525	28065	e150SLHB_00651	8	+	tRNA-Pro(tgg)-partial	None	YR_IRVE-P	YR_IRVE-P	FALSE	FALSE	Tycheposon
150SLHB_c	960873	967330	e150SLHB_00224	8	-	tRNA-Pro(tgg)-partial	None	YR_IRVE-P	YR_IRVE-P	FALSE	FALSE	Tycheposon
AG-315-C08_72	0	1854	eAG-315-C08_01069	8	-	tRNA-Pro(tgg)-partial	None	YR_IRVE-P	YR_IRVE-P	FALSE	FALSE	Tycheposon
